name,part,way,img,detail,manual,number,step
봉골레 소스를 곁들인 코다리 스테이크,일품,굽기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00045_1.png,"코다리 스테이크
코다리 200g(4토막), 흰 후추 3g(2/3작은술), 청주 50ml(1/4큰술), 설탕 5g(1작은술), 올리브유 10g(2작은술)
생선육수
코다리 머리와 뼈, 양파 30g(1/4개), 월계수잎 3장, 정향 1개, 통후추 3알, 물 1,000ml(5컵)
봉골레 소스
방울토마토 70g(7개), 바지락 50g(13개), 레몬즙 30g(2큰술), 양파 20g(1/6개), 마늘 15g(3쪽), 청주 10g(2작은술), 올리브유 5g(1작은술), 후추 약간
곁들임
세발나물 15g","['1. 코다리의 살과 뼈를 분리하여 손 질하고 뼈와 머리는 버리지 않고 모아둔다.', '2. 물에 코다리 머리와 뼈, 양파, 월계 수 잎, 정향, 통후추를 넣고 약한 불로 1시간 정도 끓인 다음 체에 걸러 생선육수를 만든다.', '3. 양파는 잘게 썰고 마늘은 곱게 다 진다.', '4. 달궈진 팬에 올리브유를 두르고 센 불에 마늘과 양파를 볶고, 바 지락을 넣은 다음 청주, 후추를 넣 어 잡내를 없애고 바지락이 벌어 질 때까지 익힌다.a', '5. 방울토마토는 꼭지를 떼고 윗면 에 십자모양의 칼집을 내어 뜨거 운 물에 살짝 데쳐 껍질을 벗긴 후 반으로 자른 다음, 후추와 올리브 유를 넣어 10분 정도 재워 두었다 가 프라이팬에 돌려가며 굽는다.b', '6. 팬에 있는 바지락(4)에 생선육수 (2)를 첨가하여 끓이고 농도가 걸 쭉해지면 레몬즙과 구운 방울토마 토(5)를 넣어 끓인다.', '7. 세발나물은 찬 물에 담가 싱싱하 게 준비한다', '8. 코다리살은 청주, 흰 후추, 설탕을 넣어 30분 정도 재워둔다.c', '9. 달궈진 팬에 올리브유를 두르고 재워 놓은 코다리를 노릇하게 굽 는다.', '10. 접시 위에 코다리 스테이크와 세 발나물을 담고 봉골레 소스(6)를 끼얹어서 낸다.']",0 1 3,flex
단호박과 새콤달콤 과일 갈비찜,반찬,찌기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00046_1.png,"갈비
쇠갈비 150g
곁들임
단호박 100g(1/10개), 감자 30g(1/4개), 표고버섯 10g(1개)
새콤달콤 과일 소스
키위 30g(1/3개), 사과 60g(1/3개), 파인애플 70g(링1개), 양파 60g(1/2개), 무 30g(4×4×2cm), 매실액 20g(1⅓큰술), 물 30ml(2큰술), 대파 15g(7cm), 마늘 5g(1쪽), 간장 5g(1작은술),
레드와인 30ml(2큰술)","['1. 키위, 사과, 파인애플, 양파, 대파, 마늘, 간장, 매실액, 무, 물을 넣고 믹서에 갈아 팬에 붓고 레드와인 을 넣어 뭉근히 끓여 걸쭉한 정도 로 소스를 만든다.a', '2. 단호박, 감자, 표고버섯은 한입 크 기로 잘라서 모서리를 다듬어 모 양을 낸 후 끓는 물에 데친다.', '3. 쇠갈비는 찬 물에 담가 1시간 이상 핏물을 뺀다.', '4. 핏물을 뺀 쇠갈비를 팔팔 끓는 물 에 데쳐 체에 건져 물기를 뺀 다음 과일 소스(1)에 쇠갈비를 넣고 저 어 가며 익힌다.b', '5. 데쳐 놓은 단호박, 감자, 표고버섯 을 일부만 쇠갈비에 넣고 소스가 자작해질 때까지 졸인다.', '6. 그릇에 갈비를 담고 남은 단호박 과 표고버섯으로 장식한다.']",0 1,flex
두부곤약국수,후식,끓이기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00117_1.png,"주재료
실곤약 120g, 톳 20g, 간장 10g(2작은술), 참기름 5g(1작은술)
육수
파 5g, 마늘 5g, 다시마 5g(5cm), 멸치(中) 5g, 양파 25g(1/5개), 무 35g(1/20개)
장식
연두부 270g(2/3모), 당근 10g(3cm), 애호박 10g(3cm), 달걀 35g(1/2개)","['1. 냄비에 물을 붓고 파, 마늘, 다시마, 멸치, 양파, 무를 넣어 육수를 만든다.a', '2. 당근과 애호박은 길이 3cm로 채 썬다.', '3. 연두부는 9cm, 높이 3cm의 둥근 틀로 찍어 모양을 낸다.b', '4. 1의 육수에 애호박, 당근을 데친다.', '5. 달걀은 황, 백 지단을 만들어 길이 2.5cm로 채 썬다.c', '6. 실곤약은 간장과 참기름, 톳과 함께 버무린다.', '7. 접시에 연두부를 담고 그 위에 실곤약을 올린 후 애호박과 당근, 지단을 고명으로 올리고 육수를 붓는다.']",0 3 4,pesco
부추된장칼국수,일품,끓이기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00118_1.png,"주재료
부추 30g, 중력분 150g(3/4컵), 애호박 80g(1/3개), 감자 100g(1/2개), 보리된장 15g(1큰술)
육수
무 150g(1/2개), 다시마 4g(5cm), 파 15g(10cm), 뒤포리(밴댕이) 10g(2마리), 황태머리 20g(1개), 마늘 4g(1쪽), 마른멸치 10g(3마리)","['1. 부추를 물 100ml와 함께 믹서에 넣어서 간다.a', '2. 중력분을 체에 내린 후 1의 부추 물을 넣어 반죽해 냉장고에 넣어 숙성시 킨다.b', '3. 팬에 물과 무, 다시마, 파, 뒤포리, 황태머리, 마늘, 마른멸치를 넣고 거품을 제거하면서 육수를 끓인다.', '4. 애호박과 감자를 부채꼴로 썰고, 감자는 갈변을 방지하기 위해 찬물에 담 근다.', '5. 반죽은 밀가루를 묻혀 밀대로 밀어 썬다.c', '6. 끓는 물에 면을 데친 후 찬물로 헹군다.', '7. 끓여놓은 육수를 체와 면보에 거른 후, 팬에 부어 끓인 뒤 보리된장을 푼다.', '8. 7에 감자를 넣어 반쯤 익으면 애호박을 넣고, 면을 넣는다.', '9. 물이 한번 끓어오르면 불을 끄고 담는다.']",0 3,pesco
당근파스타 다시마롤,일품,볶기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00119_1.png,"다시마롤
다시마 30g(15cm), 황파프리카 100g(1/2개), 홍파프리카 100g(1/2개), 청파프리카 100g(1/2개), 새우 50g(10마리), 무순 2g
다시마롤 소스
우유 10g, 버터 5g, 와사비 5g, 간장 2.5g, 설탕 약간, 후춧가루 약간
당근파스타
당근 150g(1/2개), 밀가루 100g(1/2컵), 파슬리가루 20g, 마늘 10g","['1. 팬에 우유와 버터를 넣고 끓인다.a', '2. 1에 와사비, 간장, 설탕, 후춧가루를 넣고 소스를 만들어 식힌다.', '3. 당근은 믹서에 넣고 간b 후 밀가루와 섞어 파스타 반죽을 만든다.c', '4. 파프리카는 채 썰고, 새우는 머리와 껍질을 제거해 데친다.', '5. 다시마를 씻은 후 5cm로 잘라 파프리카 채, 새우, 무순을 넣고 말아준다.', '6. 파스타 반죽을 펴서 페투치니 모양으로 잘라낸 후, 뜨거운 물에 삶는다.', '7. 가열된 팬에 기름을 두르고 삶아낸 파스타면과 파슬리가루, 다진 마늘을 넣어 볶는다.', '8. 볶아낸 파스타를 접시에 담은 후, 다시마롤과 소스를 올려 완성한다']",0 3 5,pesco
감자밥,밥,끓이기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00120_1.png,"쌀 200g(1컵), 감자 200g(1개), 양파 100g(1/2개), 양송이버섯 50g(3개), 목이버섯 5g(3개), 칵테일새우 15g(3개), 깻잎 10g(12장)","['1. 쌀은 씻은 후 30분 불린다.a', '2. 감자는 껍질을 벗겨 2×2×2cm 크기로 깍둑썬다.b', '3. 목이버섯은 물에 불려 손으로 찢는다.', '4. 양파, 양송이버섯, 칵테일새우는 씻어 물기 제거 후 1.5×1.5×1.5cm로 깍둑 썬다.', '5. 깻잎은 씻어 물기를 제거하고 다진다.', '6. 냄비에 쌀과 물을 1:1 비율로 넣고 썰어둔 감자와 양파, 목이버섯, 양송이 버섯, 칵테일새우, 다진 깻잎을 넣고 뚜껑을 덮어 중불에서 끓인다.c', '7. 밥물이 끓기 시작하면 불을 최대한 약하게 줄이고 뜸을 들여 완성한다.']",0 3,pesco
시금치 리조또,밥,끓이기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00121_1.png,"밥 180g(1컵), 시금치 50g(1/2개), 마 10g(5cm), 두유 150g(3/4컵), 소금 1g, 버터 8g(1½작은술), 후춧가루 1g","['1. 시금치는 뚜껑을 열고 데친 후, 물기를 뺀다.a', '2. 마, 시금치, 두유를 함께 갈아 체에 거른다.b', '3. 가열된 팬에 버터를 두르고 약불에서 2와 밥을 넣어 밥의 색을 입힌다.c', '4. 소금, 후춧가루로 간을 한 뒤 접시에 담아 완성한다.']",0 5,lacto
삼색 닭 만둣국,국&찌개,끓이기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00122_1.png,"주재료
밀가루 30g(2큰술), 당근 20g(6cm), 시금치 20g, 감자 20g(1/10개)
닭 가슴살 80g(2/3개), 대파 8g(10cm), 마늘 6g(2개), 청양고추 30g(3개), 숙주 40g, 당면 40g, 두부 50g(1/6모), 양파 20g, 양배추 30g(1장), 달걀흰자 15g(1/2개), 저염소금 3g(1/2작은술), 참기름 3g(1작은술) 육수
파뿌리 5g(3cm), 파 20g(15cm), 마늘 15g(3개), 다시마 3g(3cm), 멸치 50g(10마리), 무 50g(1/16개), 북어머리 40g(1개),
통후추 5g(10알), 저염소금 10g(2작은술)
장식
달걀 30g(1/2개), 홍고추 1g, 김 1g(1장)","['1. 육수 재료를 모두 넣고 물 600g과 소금 10g을 넣어 육수를 만든다.a', '2. 당근, 시금치는 다져 즙을 만들고, 감자는 삶아서 으깬다.', '3. 밀가루에 당근 즙, 시금치 즙, 감자를 넣어 각각 반죽하여b 랩에 싸서 30 분 숙성시킨다.', '4. 닭 가슴살, 대파, 마늘, 청양고추, 데친 숙주를 다진 후 물기를 없앤다.', '5. 당면은 따뜻한 물에 불려 썰고 물기를 제거한다. 두부는 으깨어 물기를 빼고, 양파와 양배추도 다진다.', '6. 3, 4, 5를 모두 넣고 섞다가 달걀흰자 반을 넣고 저염소금과 참기름으로 간을 하여 소를 만든다.', '7. 숙성된 만두피를 적당 크기의 원형으로 밀어 6의 소를 넣고 만두를 만 든다.c', '8. 육수500g을 끓이다가 만두와 마늘을 넣고 끓여 그릇에 담아 지단과, 홍 고추를 올리고 김 가루를 뿌려 완성한다.']",0 2 3 4,pollo-pesco
된장비빔밥,밥,끓이기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00123_1.png,"주재료
현미 60g(1/3컵), 쌀 60g(1/3컵), 숙주 40g, 두부 70g(1/3모), 비름나물 30g, 쇠고기(우둔) 50g, 달걀 40g(1개), 당근 40g(12cm) 소스
된장 5g(1작은술), 파인애플 10g(1슬라이스), 마늘 5g(1개), 청양고추 2g(1/2개), 양파 5g, 들깨가루 3g(1/2작은술), 참기름 10g(2작은술)","['1. 마늘, 청양고추, 파인애플, 양파를 다져 된장, 들깨와 함께 섞는다.a', '2. 현미와 쌀을 1:1로 섞어 따뜻한 물에 불려 밥을 짓는다.b', '3. 당근은 채 썰고,c 비름나물(또는 시금치)은 잎을 뗀다.', '4. 두부는 길게 썰고, 숙주는 꼬리를 뗀다.', '5. 고기는 핏물을 제거하여 길게 채 썬다.', '6. 달걀은 황백을 분리하여 지단을 부친다.', '7. 당근과 고기는 센 불에서 볶고, 비름과 숙주, 두부는 데친다.', '8. 현미밥 위에 준비한 재료들을 가지런히 놓고 소스를 올린 후 참기름을 뿌 려 완성한다.']",0 1 4,flex
북어비빔밥,밥,끓이기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00124_1.png,"주재료
밥 210g(1컵), 북어 15g, 당근 15g(5cm), 애호박 15g(5cm), 달걀 100g(2개), 고사리 15g, 표고버섯 15g(2개), 우렁 25g(2큰술), 들기름 5g(1작은술) 장식
베이비채소 5g, 식용꽃 5g","['1. 당근과 표고버섯, 고사리는 5cm로 채 썰고, 애호박도 돌려 깎아 5cm로 채 썬다.a', '2. 우렁은 3등분으로 자르고 1의 재료와 함께 들기름에 볶는다.b', '3. 달걀은 황백으로 나누어 지단을 부쳐 채 썬다.', '4. 북어는 갈아 북어보푸라기를 만든다.c', '5. 그릇에 밥을 담고 준비된 재료를 올린다.', '6. 베이비채소와 식용 꽃을 올려 완성한다.']",0 3 4,pesco
무 현미밥,밥,끓이기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00125_1.png,"주재료
현미 140g(2/3컵), 찹쌀 140g(2/3컵), 무 35g(1/20개), 표고버섯 30g(2개) 근대 10g, 올리브오일 15g(1큰술), 참기름 15g(1큰술)
육수
뒤포리(밴댕이) 50g(5개), 다시마 15g(5cm), 간장 15g(1큰술)","['1. 현미와 찹쌀은 씻어서 물에 불린다.', '2. 물에 뒤포리와 다시마, 간장 1큰술을 넣어 육수를 만든다.a', '3. 무와 표고버섯은 채 썰고,b 근대는 말아서 채 썬다.', '4. 올리브오일을 두르고 채 썬 무와 표고버섯을 볶다가 참기름을 넣는다.', '5. 불린 현미와 찹쌀에 육수를 넣고 볶은 무와 표고버섯을 올려 밥을 짓는다.c', '6. 밥에 채 썬 근대를 올려 완성한다.']",0 3,pesco
비트 알리오올리오,일품,볶기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00126_1.png,"주재료
마늘 10g(2개), 샤브육수용 소스 3g, 가래떡면 100g, 후춧가루 약간, 할라피뇨 16g(1큰술)
소스
시금치 10g, 비트 5g, 잣 2g(1작은술), 파마산치즈 2g(1작은술), 올리브오일 10g(2큰술)
장식
양파 15g(1/10개), 올리브 3g, 청피망 5g, 홍피망 5g, 순무의 어린잎 2g","['1. 시금치와 비트는 할라피뇨는 다진다', '2. 올리브, 청・홍피망, 양파는 0.5cm두께로 슬라이스한 후 팬에 기름을 두르 고 볶는다.a', '3. 시금치, 비트, 잣, 파마산치즈, 올리브오일을 함께 갈아 페스토를 만든다.b', '4. 가래떡면을 끓는 물에 넣어 삶는다.c', '5. 샤브육수용 소스와 물을 1:20비율로 섞어 육수를 만든다.', '6. 가열된 팬에 5의 육수와 삶은 가래떡면, 페스토, 할라피뇨를 넣어 함께 볶 는다.', '7. 볶은 채소와 어린잎을 올려 완성한다.']",0 5,lacto
컵밥,밥,볶기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00127_1.png,"쌀밥 420g(2컵), 김 4g(1장), 배추김치 30g, 달걀 200g(4개),
베이컨 30g(3장), 소시지 30g(1개), 시금치 70g, 고춧가루 20g(1큰술), 참기름 6g(1작은술), 마늘 6g(1작은술)","['1. 베이컨과, 소시지를 다진다.a', '2. 다진 베이컨과 소시지는 끓는 물에 데쳐 기름이 없는 팬에 볶는다.', '3. 김치도 다져 물에 행군 후 고춧가루를 넣어 볶는다.', '4. 시금치는 데친 후 다져 참기름과 다진 마늘을 넣어 무친다.b', '5. 달걀은 부쳐서 다진다.', '6. 김은 참기름을 발라 구워 길게 자른다.c', '7. 밥과 준비된 재료를 층층이 쌓아 완성한다.']",0 1 4,flex
볶음밥 만두,후식,찌기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00128_1.png,"만두피
밀가루 200g(1컵), 당근 50g(1/3개), 시금치 50g
새우볶음밥
100g(1/2컵), 올리브오일 15g(1큰술), 건 새우가루 15g(1큰술), 칵테일새우 30g(5마리), 아욱 20g
쇠고기볶음밥
밥 100g(1/2컵), 올리브오일 15g(1큰술), 다진 쇠고기 30g, 마늘 5g(1개), 깻잎 3g(3장), 멸치가루 10g(2작은술)
소스
홍고추 10g(2작은술), 풋고추 10g(1/2개), 생강 5g(1/5개), 마늘 5g(1개), 레몬즙 15g(1큰술), 설탕 30g(2큰술), 감자전분 15g(1큰술)","['1. 홍고추, 풋고추, 생강, 마늘을 모두 다진다.', '2. 냄비에 물, 레몬즙, 설탕을 끓이고 1의 다진 재료들을 모두 넣어 끓이다가 전분을 넣어 농도를 맞춘다.a', '3. 당근과 시금치는 즙을 내어 각각 밀가루에 넣어 반죽하여 두가지색 만두 피를 만든다.', '4. 칵테일새우는 0.5cm로 썰고, 아욱과 깻잎은 1cm로 채 썬다.b', '5. 팬에 올리브오일을 두르고 밥, 건 새우가루, 칵테일새우, 아욱을 함께 볶아 새우볶음밥을 만든다.', '6. 팬에 올리브오일을 두르고 마늘과 다진 쇠고기를 볶다가 밥, 멸치가루, 깻 잎을 넣어 쇠고기볶음밥을 만든다.c', '7. 반죽을 밀대로 밀어 만두피를 만든 후 새우볶음밥은 당근만두피에, 쇠고 기볶음밥은 시금치만두피에 넣어 빚어 찜통에 넣어 쪄낸다.', '8. 접시에 익은 만두를 올리고 소스를 뿌려 완성한다.']",0 1 3,flex
폴렌타 샐러드,후식,끓이기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00204_1.png,"주재료
미니파프리카 20g(2개), 모짜렐라치즈 25g, 샐러드채소 20g,
토마토 20g(1/6개), 폴렌타 20g(1½큰술), 레디쉬 10g(1개), 우유 30g(2큰술)
드레싱
요거트 30g(2큰술)","['1. 토마토는 4등분하고, 레디쉬는 슬라이스 한다.', '2. 모짜렐라치즈는 동그랗게 자른다.', '3. 미니파프리카는 반으로 잘라 씨를 뺀다.a', '4. 폴렌타는 우유와 함께 끓인다.b', '5. 미니파프리카에 4를 채운다.c', '6. 접시에 모짜렐라치즈와 속을 채운 파프리카를 번갈아가며 담고, 샐러드채 소와 토마토, 레디쉬는 섞어서 한쪽에 담는다.', '7. 요거트를 뿌려 완성한다.']",0 5,lacto
매실드레싱 해산물샐러드,후식,굽기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00205_1.png,"주재료
관자 30g(1개), 버터 5g(1작은술), 새우 70g(2마리), 양파 40g(1/5개), 올리브오일 10g(2작은술), 우유 200g(1컵), 방울토마토 80g(8개), 청피망 30g(1/3개), 건 바질 5g(1작은술), 후춧가루 5g(1작은술) 드레싱
매실엑기스 5g(1작은술), 레몬즙 5g(1작은술)","['1. 매실엑기스, 레몬즙을 섞어 매실 드레싱을 만든다.a', '2. 청피망, 방울토마토, 양파는 0.4×0.4cm로 썰고, 후춧가루와 올리브오일을 넣어 섞는다.', '3. 관자를 우유에 담갔다가 건져 잡내를 제거하고 물기를 닦아 올리브오일 과 건바질, 후춧가루를 넣어 재운다.b', '4. 새우는 꼬리만 남기고 껍질을 벗겨 이쑤시개로 고정시켜 끓는 물에 데친다.', '5. 가열된 팬에 버터를 녹여 관자를 굽는다.c', '6. 접시에 청피망, 방울토마토, 양파를 깔고, 새우와 관자를 얹은 뒤 드레싱을 얹어 완성한다.']",0 3 5,pesco
청포묵 샐러드,후식,굽기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00206_1.png,"주재료
양상추 15g(2장), 치커리 10g, 어린잎채소 10g, 새싹 10g, 방울토마토 10g(1개), 청포묵 80g(1/3모), 밀가루 25g(2큰술), 달걀 35g(1개)
드레싱
블루베리 3g(2개), 요거트 20g(1⅓큰술)","['1. 믹서에 요거트와 블루베리를 넣고 갈아 드레싱을 만든다.a', '2. 양상추는 채 썰고 치커리와 어린잎은 4×4cm로 찢는다.b', '3. 방울토마토는 슬라이스 한다.', '4. 청포묵은 0.5×0.5×3cm로 썬다.c', '5. 청포묵에 밀가루와 달걀물을 묻혀 팬에 부친다.', '6. 접시에 양상추, 치커리, 어린잎채소, 새싹, 방울토마토 청포묵을 담고 드레 싱을 끼얹어 완성한다.']",0 4 5,lacto-ovo
바나나 시금치 샐러드,후식,끓이기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00207_1.png,"주재료
딸기 30g(2개), 레몬즙 60g(4큰술), 식빵 30g(1쪽), 시금치 150g, 우유 200g(1컵), 오렌지 40g(1/5개)
드레싱
바나나 130g(1½개), 오렌지 100g(½개), 오렌지주스(오렌지과즙)  50g(1/4컵), 꿀 15g(1큰술)","['1. 시금치는 씻어 찬물에 담근다.a', '2. 바나나, 오렌지, 꿀, 오렌지주스(오렌지과즙)를 넣고 갈아 드레싱을 만든다.', '3. 우유는 끓이다가 막이 생기면 불을 줄이고 레몬즙을 넣어 섞는다.b', '4. 3을 면포에 넣고 짜서 수분을 빼 치즈를 만들어 냉장고에 넣는다.', '5. 딸기는 4등분하고 오렌지는 껍질을 벗겨 과육만 자른다.c', '6. 식빵은 1×5cm로 자른다.', '7. 시금치는 물기를 빼고 접시에 담는다.', '8. 4의 치즈, 오렌지, 딸기, 식빵을 올리고 드레싱을 뿌려 완성한다.']",0 5,lacto
고추장 참치 카프레제,후식,끓이기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00208_1.png,"주재료
토마토 120g(1개), 생 모짜렐라치즈 60g(1/2컵), 아보카도 50g(1/2개)
드레싱
고추장 5g(1작은술), 발사믹식초 30g(2큰술), 꿀 5g(1작은술), 레몬즙 5g(1작은술), 올리브오일 15g(1큰술)
장식
참치 5g(1작은술), 바질 5g(2잎)","['1. 발사믹식초, 고추장, 꿀, 레몬즙을 섞어 끓이다가 올리브오일을 넣어 드레싱을 만든다.a', '2. 생 모짜렐라치즈와 토마토, 아보카도는 0.8cm 두께로 썰어 원형 틀로 찍 는다.b', '3. 참치는 끓는 물에 데쳐 기름기를 제거한 후 면포에 넣고 물기를 짠다.', '4. 바질은 채 썬다.c', '5. 틀에 찍어낸 모짜렐라치즈와 토마토, 아보카도를 올리고 그 위에 참치와 바질을 올린 후 드레싱을 뿌린다.']",0 3 5,pesco
고추장 감자 샐러드,후식,튀기기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00209_1.png,"주재료
감자 50g(1/3개), 밀가루 10g(2작은술), 빵가루 10g(2작은술),
양상추 50g(9장), 홍파프리카 30g(1/3개), 무염치즈 10g(1장), 우유 100g(1/2컵), 계란(노른자) 10g(2작은술), 후춧가루 1g, 기름 200g(1컵)
드레싱
고추장 15g(1큰술), 레몬즙 15g(1큰술), 매실엑기스 15g(1큰술)","['1. 고추장, 매실엑기스, 레몬즙을 섞어 체에 걸러 드레싱을 만든다.a', '2. 양상추는 4×4cm로 찢고, 홍파프리카는 모양을 살려 0.3cm로 슬라이스 한다.', '3. 감자는 껍질을 벗겨 삶은 뒤 으깬다.b', '4. 으깬 감자에 무염치즈, 우유, 후춧가루를 넣은 뒤 섞어 동그랗게 빚는다.c', '5. 4를 밀가루, 계란 노른자, 빵가루 순으로 입혀 180도 기름에 튀긴다', '6. 양상추와 홍파프리카를 그릇에 담은 뒤, 포테이토 볼과 고추장 드레싱을 뿌려 완성한다.']",0 4 5,lacto-ovo
두릅 샐러드,후식,굽기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00210_1.png,"주재료
두릅 20g(2개), 가지 20g(1/5개), 레몬(껍질) 12g(1큰술), 청경채 25g(2개), 슬라이스연어 30g(2장), 크림치즈 5g(1작은술), 레몬 5g(1작은술) 드레싱
레몬즙15g(1큰술), 레드와인 30g(2큰술), 설탕 5g(1작은술)","['1. 팬에 레드와인, 레몬즙, 설탕을 넣고 졸여 드레싱을 만든다.a', '2. 청경채와 두릅은 끓는 물에 데쳐 찬물에 식힌다.b', '3. 레몬은 부채꼴모양으로 썰고, 가지는 어슷하게 썰어 석쇠에 굽는다.', '4. 슬라이스연어에 크림치즈를 넣고 말아준다.c', '5. 접시에 연어, 가지, 레몬, 두릅, 청경채를 담고 드레싱을 뿌려 완성한다.']",0 3 5,pesco
새우탬벨,후식,찌기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00211_1.png,"새우탬벨
보리새우 400g(2컵), 버터 5g(1작은술), 양파 40g(1/4개),
마늘 10g(2개), 바질 5g(3잎), 후춧가루 4g(1작은술), 달걀(흰자) 1 0g(2개)
드레싱
망고 100g(1개), 황파프리카 140g(1½개)
장식
방울토마토 10g(1개), 레디쉬 5g(1/2개), 어린잎채소 30g, 두릅 15g(1개)","['1. 황파프리카와 망고를 믹서에 갈아 체에 내린다.a', '2. 방울토마토는 2등분해주고, 레디쉬는 슬라이스 한다.', '3. 두릅은 뜨거운 물에 데쳐 찬물에 식힌다.b', '4. 보리새우, 양파, 마늘은 다져서 후춧가루, 바질, 달걀흰자를 넣어 섞는다.c', '5. 원형 틀에 버터를 발라 4번을 채우고 찜통에 넣어 찐다.', '6. 접시에 1을 깔고 어린잎 채소를 올린다.', '7. 그 위에 새우탬벨을 올린 후 방울토마토, 레디쉬, 어린잎채소, 두릅으로 장식해 완성한다.']",0 3 4 5,pesco
구운 바나나,후식,굽기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00212_1.png,"주재료
바나나 100g(1개), 설탕 5g(1/2작은술)
장식
다진 호두 15g(1큰술)","['1. 바나나는 껍질을 벗겨 2등분한다.a', '2. 가열된 팬에 기름을 두르지 않고 바나나를 굽는다.b', '3. 구워진 바나나의 겉면에 설탕을 뿌리고 가열된 팬에 굽는다.c', '4. 완성된 바나나를 접시에 담고, 다진 호두를 뿌린다. (기호에 따라 초코시럽, 캬라멜시럽 등을 뿌려 먹는다.)']",0,vegan
구운 고구마 무스,후식,굽기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00213_1.png,"주재료
고구마 200g(2개), 무염버터 10g(2작은술), 흑설탕 15g(1큰술),
오렌지주스 50g(1/4컵), 휘핑크림 20g(4작은술), 시나몬가루 1g, 넛맥가루 1g, 호두 40g
소스
오렌지 300g(2개), 딸기 30g(2개), 바나나 30g(1/4개), 민트 2g, 레몬즙 2g(1/2작은술)","['1. 오렌지는 속을 파내 컵을 만들고, 오렌지속은 즙을 만든다.a', '2. 고구마는 삶아서 체에 내린다.', '3. 호두는 기름 없는 팬에 볶아 다진다.', '4. 가열된 팬에 무염버터를 넣어 녹인 후 고구마를 넣고 볶다가 흑설탕, 다진 호두, 시나몬가루, 넛맥가루, 오렌지 즙과 휘핑크림을 넣어 섞는다.b', '5. 오렌지컵에 고구마반죽을 채우고 호두를 뿌린다.c', '6. 175도의 오븐에 넣어 익힌다.', '7. 오렌지, 딸기, 바나나를 잘라 민트와 레몬즙을 섞는다.', '8. 구워진 오렌지컵에 7을 곁들인다.']",0 5,lacto
과일무스 테린,후식,끓이기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00214_1.png,"주재료
딸기 100g(5개), 키위 100g(1개), 매실원액 15g(1큰술), 젤라틴 20g
소스
망고 20g(1/5개), 우유 45g(3큰술)","['1. 망고와 우유를 섞어 믹서에 갈아 팬에 넣고 끓인다.a', '2. 딸기와 키위는 0.5×0.5×0.5cm로 썬다.b', '3. 젤라틴은 녹여서 매실원액과 섞는다.', '4. 3과 4를 섞어서 틀에 넣어 굳힌다.c', '5. 3의 위에 망고소스를 뿌려 완성한다.']",0 1 5,flex
가지볶음밥,밥,볶기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00215_1.png,"재료 단호박(100g), 양파(30g), 석박지(35g), 파프리카(40g), 가지(90g)
두부(50g), 밥(180g), 세발나물(10g)
양념 다진 마늘(5g), 저염된장(12g), 후춧가루(0.3g), 들기름(4g)","['1. 단호박은 삶아 으깬다.', '2. 양파, 석박지, 파프리카, 가지는 깍둑 썰고, 두부는 으깬다.', '3. 팬에 다진 마늘, 양파, 석박지를 넣어 볶다가 두부를 넣고 수분이 없어질 때까지 볶다가 가지, 파프리카도 넣어 볶는다', '4. 밥과 저염된장, 후춧가루를 넣고 볶다가 들기름을 넣어 한 번 더 볶는다.', '5. 그릇에 담고 으깬 단호박과 세발나물을 곁들여 마무리한다.']",0,vegan
